Contents,p_content,old_hastag,Hashtag
"Bytedance sử dụng Ray Data để xử lý 200TB dữ liệu từ nhiều nguồn concurrently (sorry các bác em không biết dịch sao :v) trên cả CPU và GPU, đồng thời sử dụng model sharding để chia layer (hoặc weight của mỗi layer) của model ra xử lý trên nhiều GPU.
https://www.anyscale.com/blog/how-bytedance-scales-offline-inference-with-multi-modal-llms-to-200TB-data
Bác nào thay Spark bằng Ray Data chưa ạ? =))
#llm #modelsharding #ray","Bytedance sử dụng Ray Data để xử lý 200TB dữ liệu từ nhiều nguồn concurrently (sorry các bác em không biết dịch sao :v) trên cả CPU và GPU, đồng thời sử dụng model sharding để chia layer (hoặc weight của mỗi layer) của model ra xử lý trên nhiều GPU. https://www.anyscale.com/blog/how-bytedance-scales-offline-inference-with-multi-modal-llms-to-200TB-data Bác nào thay Spark bằng Ray Data chưa ạ? =))",#llm	#modelsharding	#ray,
"What type of worker nodes should I use, and how many of them?
Một bài phân tích hay cho bác nào đang phân vân không biết nên chọn bao nhiêu node, node to hay node bé cho k8s cluster của mình.
https://learnk8s.io/kubernetes-node-size","What type of worker nodes should I use, and how many of them? Một bài phân tích hay cho bác nào đang phân vân không biết nên chọn bao nhiêu node, node to hay node bé cho k8s cluster của mình. https://learnk8s.io/kubernetes-node-size",,
Nhanh tay đăng ký cho seminar ngày mai thôi các bạn ơi 💪💪💪,Nhanh tay đăng ký cho seminar ngày mai thôi các bạn ơi,,
Nhanh tay đăng ký để tham gia seminar ngay lúc này nha các bạn,Nhanh tay đăng ký để tham gia seminar ngay lúc này nha các bạn,,
"[Góc giải cứu]


Các anh chị cho em hỏi, em là sinh viên năm 2 mới biết đến khoá học trên https://mlops.vn/#registration qua youtube.  Em thử nhập mã code  trên youtube là  MLOPSVN-REL thì wed báo lỗi mã không hợp lệ. Anh chị hướng dẫn em với ạ. Em thực sự muốn học khoá học này ạ.","[Góc giải cứu] Các anh chị cho em hỏi, em là sinh viên năm 2 mới biết đến khoá học trên https://mlops.vn/#registration qua youtube. Em thử nhập mã code trên youtube là MLOPSVN-REL thì wed báo lỗi mã không hợp lệ. Anh chị hướng dẫn em với ạ. Em thực sự muốn học khoá học này ạ.",,
Xin phép admin Quan Dang để chia sẻ thông tin về tọa đàm AI vào chiều thứ 6 sắp tới. Mọi người quan tâm có thể đăng ký tham gia tại đây nhé https://bit.ly/ToaDam28-07,Xin phép admin Quan Dang để chia sẻ thông tin về tọa đàm AI vào chiều thứ 6 sắp tới. Mọi người quan tâm có thể đăng ký tham gia tại đây nhé https://bit.ly/ToaDam28-07,,
"[Góc xin tư vấn]
Chào mọi người,
Em đi làm hơn 3 năm rồi, ban đầu code backend, xong làm Project Manager, rồi làm Data Engineer nữa, nhưng em là dân nhảy ngành ạ. Ban đầu thấy làm dev không khó lắm, cũng bởi junior thì khó khăn gì cũng đc các anh chị giúp đỡ nên nghĩ mình học nhanh sáng dạ. Nhưng rồi khi tự bơi thì càng ngày em càng thấy knowledge gap của mình nhiều quá, làm những task khó đều thấy mất quá nhiều thời gian, cảm thấy mình là ""worker"" làm theo task được giao chứ ko phải là ""engineer"" nữa, dần dần mất sự joyful nên có của việc development. Em vẫn mày mò tự học, lấy cert này cert kia, đọc sách này sách nọ, rồi càng đọc sâu em càng thấy mình thiếu cơ bản, đơn cử nhất là khi em biết rằng query database ko phải chỉ là ""Select * from table"" mà là Linear Algebra 🥹 Vì vậy em đang có ý định học MCs về Computer Science ạ, cho em có tấm bằng để apply vô các giants, mà quan trọng hơn là em buildup kiến thức ạ 🥹
Em tìm được khóa này, của University of Colorado Boulder: https://www.coursera.org/degrees/ms-computer-science-boulder
Trong hình là các courses nó dạy và các expected knowledges để có thể học ạ. Em thấy nó phù hợp vì cảm thấy nó dạy và yêu cầu kiến thức rất nền tảng, ko phải ăn xổi kiểu on-job-training để chạy dự án, làm nhiều quen tay.
Anh chị có thể cho em xin tư vấn có nên theo học không với, cụ thể khóa này luôn thì tốt ạ. Bởi dù sao đó cũng là 1 trade-off khá lớn, cả về thời gian và tiền bạc ($15k ~ 350Mil VND). Hoặc nếu không thì ai chỉ cho em trường ở Sài Gòn với, em prefer học bằng tiếng anh ạ.
Em cảm ơn mọi người đã đọc ạ.","[Góc xin tư vấn] Chào mọi người, Em đi làm hơn 3 năm rồi, ban đầu code backend, xong làm Project Manager, rồi làm Data Engineer nữa, nhưng em là dân nhảy ngành ạ. Ban đầu thấy làm dev không khó lắm, cũng bởi junior thì khó khăn gì cũng đc các anh chị giúp đỡ nên nghĩ mình học nhanh sáng dạ. Nhưng rồi khi tự bơi thì càng ngày em càng thấy knowledge gap của mình nhiều quá, làm những task khó đều thấy mất quá nhiều thời gian, cảm thấy mình là ""worker"" làm theo task được giao chứ ko phải là ""engineer"" nữa, dần dần mất sự joyful nên có của việc development. Em vẫn mày mò tự học, lấy cert này cert kia, đọc sách này sách nọ, rồi càng đọc sâu em càng thấy mình thiếu cơ bản, đơn cử nhất là khi em biết rằng query database ko phải chỉ là ""Select * from table"" mà là Linear Algebra Vì vậy em đang có ý định học MCs về Computer Science ạ, cho em có tấm bằng để apply vô các giants, mà quan trọng hơn là em buildup kiến thức ạ Em tìm được khóa này, của University of Colorado Boulder: https://www.coursera.org/degrees/ms-computer-science-boulder Trong hình là các courses nó dạy và các expected knowledges để có thể học ạ. Em thấy nó phù hợp vì cảm thấy nó dạy và yêu cầu kiến thức rất nền tảng, ko phải ăn xổi kiểu on-job-training để chạy dự án, làm nhiều quen tay. Anh chị có thể cho em xin tư vấn có nên theo học không với, cụ thể khóa này luôn thì tốt ạ. Bởi dù sao đó cũng là 1 trade-off khá lớn, cả về thời gian và tiền bạc ($15k ~ 350Mil VND). Hoặc nếu không thì ai chỉ cho em trường ở Sài Gòn với, em prefer học bằng tiếng anh ạ. Em cảm ơn mọi người đã đọc ạ.",,
"Cho mình hỏi có bạn nào đăng kí nhóm khóa học ML engineer của a Quân không, mình đk nhóm để đc discount ạ. Nếu có thì comment mình nhắn tin ạ.","Cho mình hỏi có bạn nào đăng kí nhóm khóa học ML engineer của a Quân không, mình đk nhóm để đc discount ạ. Nếu có thì comment mình nhắn tin ạ.",,
"Pydantic 2.0 vừa release đẩy một phần core qua xử lý bằng Rust giúp tối ưu tốc độ lên tới 5 lần, bác nào dùng FastAPI chú ý nhé ạ 🧐","Pydantic 2.0 vừa release đẩy một phần core qua xử lý bằng Rust giúp tối ưu tốc độ lên tới 5 lần, bác nào dùng FastAPI chú ý nhé ạ",,
,nan,,
"Chia sẻ cho các bác nào quan tâm tới mấy công nghệ computer vision đang trong top trending 🤣
#computervision",Chia sẻ cho các bác nào quan tâm tới mấy công nghệ computer vision đang trong top trending,#computervision,
"Khóa học khác về OpenAI nhé cả nhà, miễn phí nhưng giới hạn số người đăng ký nên mọi người nhanh tay đăng ký không hết cơ hội ạ 🤣
#llm #openai","Khóa học khác về OpenAI nhé cả nhà, miễn phí nhưng giới hạn số người đăng ký nên mọi người nhanh tay đăng ký không hết cơ hội ạ",#llm	#openai,
"[Research article] dành cho các bạn cần một cái nhìn tổng quan về MLOps.
Machine Learning Operations (MLOps): Overview, Definition, and Architecture
DOMINIK KREUZBERGER , NIKLAS KÜHL, AND SEBASTIAN HIRSCHL
Link trên IEEE Access: https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10081336
Link trên arxiv: https://arxiv.org/abs/2205.02302
#review #survey #research #paper","[Research article] dành cho các bạn cần một cái nhìn tổng quan về MLOps. Machine Learning Operations (MLOps): Overview, Definition, and Architecture DOMINIK KREUZBERGER , NIKLAS KÜHL, AND SEBASTIAN HIRSCHL Link trên IEEE Access: https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10081336 Link trên arxiv: https://arxiv.org/abs/2205.02302",#review	#survey	#research	#paper,
Ý tưởng hay về tối ưu memory cho các LLM models từ các sếp UC Berkeley cho ae tham khảo 😁,Ý tưởng hay về tối ưu memory cho các LLM models từ các sếp UC Berkeley cho ae tham khảo,,
"Các bác có bao giờ thắc mắc nên dùng ""== None"" hay ""is None"" chưa ạ? 😅
#tips","Các bác có bao giờ thắc mắc nên dùng ""== None"" hay ""is None"" chưa ạ?",#tips,
"Khoá học miễn phí LangChain & Vector Databases in Production
Em xin phép chia sẻ với các bác một khoá học LLM khác rất practical vì có siêu nhiều hands-on projects và có luôn cả chứng chỉ để mọi người mang đi khoe 🤣.
Nhân tiện đây là page mới của em chia sẻ thêm về nhiều thứ khác xung quanh Data Science (không chỉ MLOps), bác nào quan tâm thì like ủng hộ em với nhé ạ :v.
Cảm ơn cả nhà và chúc cả nhà một buổi tối tốt lành 🥰
#llm #langchain #fullstackds","Khoá học miễn phí LangChain & Vector Databases in Production Em xin phép chia sẻ với các bác một khoá học LLM khác rất practical vì có siêu nhiều hands-on projects và có luôn cả chứng chỉ để mọi người mang đi khoe . Nhân tiện đây là page mới của em chia sẻ thêm về nhiều thứ khác xung quanh Data Science (không chỉ MLOps), bác nào quan tâm thì like ủng hộ em với nhé ạ :v. Cảm ơn cả nhà và chúc cả nhà một buổi tối tốt lành",#llm	#langchain	#fullstackds,
"MLOps Marathon 2023 Training Seminars Recordings
Dạo gần đây em nhận được rất nhiều tin nhắn của các bác muốn tham gia marathon, nhưng lại sợ chưa có đủ kiến thức để tham gia, nên em xin được gửi lại link playlist của chuỗi training seminars vừa rồi cho mọi người tại đây: https://www.youtube.com/playlist?list=PLvmLXlo5OR87Gifw5IT-YWllj67YHhaEw. Mục đích của chuỗi seminars này nhằm trang bị cho mọi người các kỹ năng software engineering cơ bản nhưng cũng không kém phần quan trọng, đồng thời cung cấp cả kiến thức về data drift và sample solution giúp mọi người có một quick start cho marathon.
Bên cạnh chuỗi seminars này thì mọi người đừng quên chúng ta còn khoá học MLOps Crash Course miễn phí (nhưng cũng tốn nhiều công sức của em và bác Tung Nar để hoàn thiện và publish) bằng cách đăng ký tại đây https://mlops.vn/#registration với mã code: MLOPS-MARA.
Tài liệu đã có, mọi người nếu muốn cải thiện kỹ năng xây dựng hệ thống ML hoặc MLOps thì hãy bớt chút thời gian tham gia MLOps Marathon tại đây https://aihub.ml/competitions/376 để có cơ hội thực hành nhé ạ. 100 triệu phần thưởng là lớn, nhưng kinh nghiệm thu được thông qua thực hành còn quý hơn nhiều, mọi người còn chần chừ gì mà không đăng ký thôi nào ;).
Nhân đây em cũng xin trân trọng cảm ơn đội ngũ engineers xuất sắc đã cùng em tạo nên chuỗi training seminars này bao gồm các bác: Tung Nar Lê Ngọc Thạch Nguyễn Thái Sơn Nguyễn Vĩnh Phúc Thịnh Nguyễn

À mọi người đừng quên like và subscribe Youtube channel MLOpsVN để động viên team nhé ạ :v 

#mlopsmarathon2023 #software #training","MLOps Marathon 2023 Training Seminars Recordings Dạo gần đây em nhận được rất nhiều tin nhắn của các bác muốn tham gia marathon, nhưng lại sợ chưa có đủ kiến thức để tham gia, nên em xin được gửi lại link playlist của chuỗi training seminars vừa rồi cho mọi người tại đây: https://www.youtube.com/playlist?list=PLvmLXlo5OR87Gifw5IT-YWllj67YHhaEw. Mục đích của chuỗi seminars này nhằm trang bị cho mọi người các kỹ năng software engineering cơ bản nhưng cũng không kém phần quan trọng, đồng thời cung cấp cả kiến thức về data drift và sample solution giúp mọi người có một quick start cho marathon. Bên cạnh chuỗi seminars này thì mọi người đừng quên chúng ta còn khoá học MLOps Crash Course miễn phí (nhưng cũng tốn nhiều công sức của em và bác Tung Nar để hoàn thiện và publish) bằng cách đăng ký tại đây https://mlops.vn/#registration với mã code: MLOPS-MARA. Tài liệu đã có, mọi người nếu muốn cải thiện kỹ năng xây dựng hệ thống ML hoặc MLOps thì hãy bớt chút thời gian tham gia MLOps Marathon tại đây https://aihub.ml/competitions/376 để có cơ hội thực hành nhé ạ. 100 triệu phần thưởng là lớn, nhưng kinh nghiệm thu được thông qua thực hành còn quý hơn nhiều, mọi người còn chần chừ gì mà không đăng ký thôi nào ;). Nhân đây em cũng xin trân trọng cảm ơn đội ngũ engineers xuất sắc đã cùng em tạo nên chuỗi training seminars này bao gồm các bác: Tung Nar Lê Ngọc Thạch Nguyễn Thái Sơn Nguyễn Vĩnh Phúc Thịnh Nguyễn À mọi người đừng quên like và subscribe Youtube channel MLOpsVN để động viên team nhé ạ :v",#mlopsmarathon2023	#software	#training,
